route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
GS,A20151206SUN,A20151206SUN_091400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_092000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_092400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_093000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_093400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_094000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_094400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_095000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_095400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_096000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_096400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_097000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_097400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_098000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_098400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_099000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_099400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_100000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_100400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_101000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_101400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_102000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_102400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_103000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_103400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_104000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_104400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_105000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_105400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_106000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_106400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_107000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_107400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_108000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_108400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_109000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_109400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_110000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_110400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_111000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_111400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_112000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_112400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_113000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_113400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_114000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_114400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_115000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_115400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_116000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_116400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_117000_GS.N03R,TIMES SQ - 42 ST,0,,GS.N03R
GS,A20151206SUN,A20151206SUN_117400_GS.S03R,GRAND CENTRAL - 42 ST,1,,GS.S03R
GS,A20151206SUN,A20151206SUN_036000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_036400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_037000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_037400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_038000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_038400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_039000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_039400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_040000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_040400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_041000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_041400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_042000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_042400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_043000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_043400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_044000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_044400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_045000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_045400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_046000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_046400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_047000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_047400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_048000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_048400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_049000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_049400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_050000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_050400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_051000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_051400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_052000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_052400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_053000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_053400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_054000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_054400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_055000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_055400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_056000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_056400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_057000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_057400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_058000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_058400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_059000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_059400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_060000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_060400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_061000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_061400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_062000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_062400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_063000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_063400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_064000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_064400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_065000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_065400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_066000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_066400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_067000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_067400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_068000_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_068400_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_069500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_069900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_070500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_070900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_071500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_071900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_072500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_072900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_073500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_073900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_074500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_074900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_075500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_075900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_076500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_076900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_077500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_077900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_078500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_078900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_079500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_079900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_080500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_080900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_081500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_081900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_082500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_082900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_083500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_083900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_084500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_084900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_085500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_085900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_086500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_086900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_087500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_087900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_088500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_088900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_089500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_089900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_090500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_090900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_091500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_091900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_092500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_092900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_093500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_093900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_094500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_094900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_095500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_095900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_096500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_096900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_097500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_097900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_098500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_098900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_099500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_099900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_100500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_100900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_101500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_101900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_102500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_102900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_103500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_103900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_104500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_104900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_105500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_105900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_106500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_106900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_107500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_107900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_108500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_108900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_109500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_109900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_110500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_110900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_111500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_111900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_112500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_112900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_113500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
GS,A20151206SUN,A20151206SUN_113900_GS.S01R,GRAND CENTRAL - 42 ST,1,,GS.S01R
GS,A20151206SUN,A20151206SUN_114500_GS.N01R,TIMES SQ - 42 ST,0,,GS.N01R
